,id,threadId,published_at,author_name,text,likeCount,is_reply,cleaned,video_id,video_published_at
0,UgyNCm-SjOqd7jwszL54AaABAg,UgyNCm-SjOqd7jwszL54AaABAg,2021-02-08T14:44:35Z,Richard Fritz,Al Gore laughing all the way to bank,0.0,0.0,,cVkAsPizAbU,
1,UgxSiQA3GhONLu6aJjx4AaABAg,UgxSiQA3GhONLu6aJjx4AaABAg,2021-02-08T05:57:30Z,Lawrence,The Global Warming idea was simply introduced by the U.S to substitute for the tension which would disappear with the collapse of the Iron Curtain/Berlin Wall in 1989. That's its primary purpose.,0.0,0.0,,cVkAsPizAbU,
2,UgyMSdJQGbhRJZDlzat4AaABAg,UgyMSdJQGbhRJZDlzat4AaABAg,2021-02-08T05:16:51Z,John Rose,"The Paris agreements make no sense if China and India are not following them...  The US and some European countries have recently met their agreement goals and exceed the goals...just about 30% reduction in CO... However, China is at 5 TIMES the CO output than in 1978..due to burning COAL at an all time high... They are burning coal to produce cheap power...this is great for industry and production as well as consumer usage...Ultimately this will increase the China's GNP and GDP... While other countries are trying to go green, this is a burden on industry and very costly, China continues to cheat and disregard the Paris agreements.. Ultimate goal is to increase it's YEN market value....",0.0,0.0,,cVkAsPizAbU,
3,UgyBw2Ka2wUgZdad5h14AaABAg,UgyBw2Ka2wUgZdad5h14AaABAg,2021-02-07T23:22:19Z,James Everett,Typical Left wing smoke blowing in order to look virtuous without doing anything virtuous.,0.0,0.0,,cVkAsPizAbU,
4,UgxhcGVxIyoY3dfrNex4AaABAg,UgxhcGVxIyoY3dfrNex4AaABAg,2021-02-07T19:44:39Z,medexamtoolsdotcom,"One of the favorite tricks of the political left, is to try to guilt you into supporting something by NAMING it something that makes you think ""how could you possibly be against this"". Another one is VAWA, the violence against women act. You'd think ""how can you be against this act unless you're in favor of violence against women"", but that title hides the fact that it's all about taking civil rights away from men.",0.0,0.0,,cVkAsPizAbU,
5,UgxfIU_FdUf5oZKTbRd4AaABAg,UgxfIU_FdUf5oZKTbRd4AaABAg,2021-02-07T16:11:51Z,Michael,"SO, IN OTHER WORDS...... ITS TOO LATE..",0.0,0.0,,cVkAsPizAbU,
6,UgzxkC5VjQaRSJ6m3wV4AaABAg,UgzxkC5VjQaRSJ6m3wV4AaABAg,2021-02-07T12:44:33Z,Steve McQueen,President Senile put America back onto chopping block,1.0,0.0,,cVkAsPizAbU,
7,Ugyb2JgYY-odrV8SLCx4AaABAg,Ugyb2JgYY-odrV8SLCx4AaABAg,2021-02-06T23:49:35Z,Jordan Cook,And now we’re back in.  Can’t you just feel how much Biden cares about climate change?  Warms the soul.  I just hope my sarcastic tone is coming across in print.,3.0,0.0,,cVkAsPizAbU,
8,UgxCTDny09lBJlPNuLZ4AaABAg,UgxCTDny09lBJlPNuLZ4AaABAg,2021-02-06T19:46:50Z,Nick Kopecke,"Praised by Maubama to make it impossible for the US to afford these changes to factories thereby sending jobs back to China,India where they will pollute even more.",1.0,0.0,,cVkAsPizAbU,
9,UgxJovYELU2fGRg9yaV4AaABAg,UgxJovYELU2fGRg9yaV4AaABAg,2021-02-06T18:35:47Z,Joe Petrucce,"A tree converts carbon dioxide, but they never talk about possible solutions",1.0,0.0,,cVkAsPizAbU,
10,UgyCzKnTft1VnhCJaNR4AaABAg,UgyCzKnTft1VnhCJaNR4AaABAg,2021-02-06T17:10:21Z,Jeff Etow,Thats a lie . China was number one polluter last yr and many yrs b4,1.0,0.0,,cVkAsPizAbU,
11,UgxzjWLJALD1L6Ae55p4AaABAg,UgxzjWLJALD1L6Ae55p4AaABAg,2021-02-06T17:09:31Z,Jeff Etow,Last 4 yrs under Trump our emissions were lower than last 10 yrs and lower than any country in the paris scam,1.0,0.0,,cVkAsPizAbU,
12,Ugw-QRrChmnPbO7HCsx4AaABAg,Ugw-QRrChmnPbO7HCsx4AaABAg,2021-02-06T12:15:06Z,James Smith,"And most, really most,  still have no idea what this scam is costing.",2.0,0.0,,cVkAsPizAbU,
13,UgxwCKNRO8WIfS55EQp4AaABAg,UgxwCKNRO8WIfS55EQp4AaABAg,2021-02-06T09:13:50Z,Caylo Seals,India said they want to make 40% of their energy from renewables by 2030...,0.0,0.0,,cVkAsPizAbU,
14,UgzweLGgYkUZxYe0kKR4AaABAg,UgzweLGgYkUZxYe0kKR4AaABAg,2021-02-06T05:03:12Z,Sugarsail1,Climate doomsaying is an apocalyptic cult.,0.0,0.0,,cVkAsPizAbU,
15,UgwqW9zB1FIafkxi6a94AaABAg,UgwqW9zB1FIafkxi6a94AaABAg,2021-02-06T03:29:09Z,Luke E,Because wikipedia is a proper fact checker...,0.0,0.0,,cVkAsPizAbU,
16,UgyxX8dIjoCx_FKg6cZ4AaABAg,UgyxX8dIjoCx_FKg6cZ4AaABAg,2021-02-05T23:30:06Z,Michael Mancini,"It's mind boggling how Trumps business like , common sense decisions enraged the geo political cadre of corrupt misguided greedy politicians. This has played itself out over and over again with the American swamp, Imagine a president looking out for the American people, HOW DARE HE",0.0,0.0,,cVkAsPizAbU,
17,Ugxf0WOnvcLs_K8fbiZ4AaABAg,Ugxf0WOnvcLs_K8fbiZ4AaABAg,2021-02-05T21:06:03Z,Doug Burg,"i'm sorry. i guess i missed the part where mr. know it all tells us how to do this correctly. when all of these people with their high and mighty attitudes read this thing front to back, i might listen to them. until then, just stick to a subject you're familia with....how to be a good greeter at walmart.",0.0,0.0,,cVkAsPizAbU,
18,UgybAQ_cNCYWBVKqgzd4AaABAg,UgybAQ_cNCYWBVKqgzd4AaABAg,2021-02-05T18:08:25Z,Don Lane,all just a way for government and their friends hands into your pockets.,1.0,0.0,,cVkAsPizAbU,
19,UgxHRkefkfLK20FZDlV4AaABAg,UgxHRkefkfLK20FZDlV4AaABAg,2021-02-05T11:16:42Z,David Lawson,"The elitists who are pushing their agenda now call it climate change, rather than global warming, as the facts contradict their propositions. Clearly, the climate is changing, as it has for the last 4 billion years. The US has been reducing it’s carbon footprint for decades, while China and India have been increasing dramatically, yet they are off the hook. This is just another ploy to equalize the misery on this planet, not by improving Africa or Asia, but to bring down the west.",0.0,0.0,,cVkAsPizAbU,
20,UgxXnqDGE3IBa2jJffN4AaABAg,UgxXnqDGE3IBa2jJffN4AaABAg,2021-02-05T03:34:26Z,John Benn,"BULL-SHIT.


Fancy countries doing this.
This guy is a FUCKING IDIOT....",0.0,0.0,,cVkAsPizAbU,
21,Ugx_pxjRAMQwkh53c354AaABAg,Ugx_pxjRAMQwkh53c354AaABAg,2021-02-05T01:45:31Z,Tony Morton,The Paris climate accords did nothing for the climate.  Just channeled US dollars to other countries.,1.0,0.0,,cVkAsPizAbU,
22,Ugwq1qHGggcVKg00s7B4AaABAg,Ugwq1qHGggcVKg00s7B4AaABAg,2021-02-04T23:56:08Z,sirkikestein Shekelberg,Politicians lying and wanting to line their own pockets. Shocking,1.0,0.0,,cVkAsPizAbU,
23,UgyLskn8etVJ_fwjMbF4AaABAg,UgyLskn8etVJ_fwjMbF4AaABAg,2021-02-04T22:12:21Z,Timothy Dye,Climate change is foolish nonsense!,0.0,0.0,,cVkAsPizAbU,
24,UgzsJ7_o8XOmg1KchEZ4AaABAg,UgzsJ7_o8XOmg1KchEZ4AaABAg,2021-02-04T21:06:50Z,Jay Troxel,"I remember when Trump backed the US out of the Paris Accord.  I had no idea what was in the deal, but I also remember Trump explaining the the Paris Accord was a HORRIBLE DEAL FOR AMERICA...It WAS a horrible deal for America.  The media and unfortunately a lot of granola sniffing citizens went berserk.  I hope history is kind to Trump after we have time to digest what he did and accomplished for the US.",2.0,0.0,,cVkAsPizAbU,
25,UgwUU5GUhhnc1F_RJ8R4AaABAg,UgwUU5GUhhnc1F_RJ8R4AaABAg,2021-02-04T20:55:22Z,Scott Collom,"Whats the worlds temperature suppose to be,and how do we take the worlds temperature?Is it taken from the ground or 50 ft up?Where do we take it,with thermometers placed all over the world ? Climate Change is the Rothschild/Rockefeller Eugenics sham,they own the U.N. ... Look it up!!
The idea of man-made CO2 the sole cause of Global Warming is absurd and scientifically baseless.
 There are so many factors which influence the changing of climate.
The Sun and Water vapor are 2 of the biggest factors. Only 2% of gas in the atmosphere is Greenhouse gasses.
Out of that 2%, only 4% is Co2, and 1% Methane, the rest (95%) is Water vapor from the ocean.
 If you do the math, Co2 only account for 0.04% of the total atmosphere.
 It is so tiny and insignificant factor in Climate. Even then,
 most of Co2 are produced by Volcanoes and UNDERWATER Volcanoes.",0.0,0.0,,cVkAsPizAbU,
26,UgxumJWDMuUwDGFMBOt4AaABAg,UgxumJWDMuUwDGFMBOt4AaABAg,2021-02-04T18:39:56Z,john crawford,Al Gore the man bear pig,0.0,0.0,,cVkAsPizAbU,
27,UgzjnaZzhE962jT81od4AaABAg,UgzjnaZzhE962jT81od4AaABAg,2021-02-04T17:18:10Z,Roddy Creswell,In the late 60s and early 70s these climate nut jobs said if we didn't quit burning fossil fuels we would be in an ice age by 1985. Where is the effn ice?,0.0,0.0,,cVkAsPizAbU,
28,Ugy1SgQK6wGRNiP1wW54AaABAg,Ugy1SgQK6wGRNiP1wW54AaABAg,2021-02-04T00:51:04Z,Patrick Gjorven,And. we're back in it again 🤦‍♂️,0.0,0.0,,cVkAsPizAbU,
29,UgxFg2EXebUeRVjmp4N4AaABAg,UgxFg2EXebUeRVjmp4N4AaABAg,2021-02-03T22:27:00Z,Kenny Shepard,Climate Change is a MYTH. From gobal cooling to global warming to just climate change and now I have media comments about the next Ice Age. They are clueless. All the data they collect is worthless. They are a bunch of insane people who believe in science fiction.,0.0,0.0,,cVkAsPizAbU,
30,UgyzArkacrmMSBRK1jl4AaABAg,UgyzArkacrmMSBRK1jl4AaABAg,2021-02-03T21:49:48Z,Gary White,"The worst  polluter per capita in the world and no plan. Don't like the Paris Agreement....what's your plan? There isn't one.  Judging from the comments below, it's not not a scientific issue, it politics. Just deny it.",0.0,0.0,,cVkAsPizAbU,
31,Ugyq3VLW5-ndok6q0cF4AaABAg,Ugyq3VLW5-ndok6q0cF4AaABAg,2021-02-03T14:44:57Z,Myra House,"China and India are spewing out the most now Mr T pulled out and the US has lowered their impact.

China and India are allowed to carry on until 2030, they gotta manufacture all of Americans new wind mills, solar panels etc.

Mr T is like no other he does what he believes in not what everyone else feels he should do!

It’s a Joke what the hell can India do to get into line?",0.0,0.0,,cVkAsPizAbU,
32,UgygjbiSZNy4BL3Awrl4AaABAg,UgygjbiSZNy4BL3Awrl4AaABAg,2021-02-03T14:25:27Z,BE THE BEST U CAN,"Feb 6-8, 2021, below zero temps expected. Tell me again about global warming!  Check snow amounts over just last 100 years!  NO O OO PARIS AGREEMENT!",0.0,0.0,,cVkAsPizAbU,
33,Ugzq7i3TDSxSC4VjA9V4AaABAg,Ugzq7i3TDSxSC4VjA9V4AaABAg,2021-02-03T03:44:32Z,Alexandr Tęgrăma,That it is decided by India and China is one thing - but refusing to work on ourselves sends also message to them. And our greener inovations - of which we are capable - can then be implemented in their economies.,0.0,0.0,,cVkAsPizAbU,
34,UgzKjn4PDHvKC5roM1l4AaABAg,UgzKjn4PDHvKC5roM1l4AaABAg,2021-02-03T03:40:43Z,Alexandr Tęgrăma,Rejecting a symbol is bad - it shows you have simply no interest in the goal. Even if it´s only a symbol just pretending to be something more.,0.0,0.0,,cVkAsPizAbU,
35,UgzhtIuv8dkStymjyGp4AaABAg,UgzhtIuv8dkStymjyGp4AaABAg,2021-02-02T22:37:40Z,G. L.,Oh stop it. It is only a standarfixed way to address a reality. Just tthink if we had stayed with going to the metric system how much money would have been saved. THAT IS ALL IT IS😡,0.0,0.0,,cVkAsPizAbU,
36,UgxuF_OkNH__xvia8nB4AaABAg,UgxuF_OkNH__xvia8nB4AaABAg,2021-02-02T21:56:14Z,richard hare,"Well now biden  put us back even though with Improvements in a lot technology for like water heaters , hybrid cars we have lowered our carbon footprint that is better these other countries that  pledge to do almost nothing or less than that",0.0,0.0,,cVkAsPizAbU,
37,Ugxl4cIr7zscIzdoMJV4AaABAg,Ugxl4cIr7zscIzdoMJV4AaABAg,2021-02-02T21:13:34Z,EMOSES NEPHO,"Most scientists say we are entering a mini-ice age. Wouldn't it be more beneficial to have the ""greenhouse effect"" during a mini-ice age?",0.0,0.0,,cVkAsPizAbU,
38,UgwkkO_eG0AcG1TPa9p4AaABAg,UgwkkO_eG0AcG1TPa9p4AaABAg,2021-02-02T20:59:36Z,sue goudy,Guess what I've been here seventy years and it goes from cold to hot from hot to cold at just does that winter spring autumn fall isn't that amazing how we just go through that every year some years are a little not so wet some what years are a little drier some years are a little hotter some years are little colder and we just they speak of climate change will guess what there's a saying in Oklahoma if you don't like the weather today stick around it'll change so get over yourselves quit stealing from the American people and get out of the Paris climate controlled bullcrap,1.0,0.0,,cVkAsPizAbU,
39,UgynBnZ7C7LP-41IxRl4AaABAg,UgynBnZ7C7LP-41IxRl4AaABAg,2021-02-02T20:17:22Z,nick randal,Global warming  another big scam just like covi18,0.0,0.0,,cVkAsPizAbU,
40,UgxgZNsmoFcLAoamtRF4AaABAg,UgxgZNsmoFcLAoamtRF4AaABAg,2021-02-02T19:49:21Z,Chief Louie,All these foreign policy that involves us giving taxpayer money are just bribes.,1.0,0.0,,cVkAsPizAbU,
41,Ugz9H-9JuPN5dfrD4jF4AaABAg,Ugz9H-9JuPN5dfrD4jF4AaABAg,2021-02-02T12:53:28Z,Brent Favre,So when will Biden put this Treaty up to be voted on as he is required to do?,0.0,0.0,,cVkAsPizAbU,
42,UgxahZXz2JW3qgkdYBN4AaABAg,UgxahZXz2JW3qgkdYBN4AaABAg,2021-02-02T11:23:15Z,Gugenheimer,"There is no empirical, scientific evidence that Man's activities hve had any measurable effect on the climate.",2.0,0.0,,cVkAsPizAbU,
43,Ugx46ZpTdJwiFZWRTRJ4AaABAg,Ugx46ZpTdJwiFZWRTRJ4AaABAg,2021-02-02T06:29:28Z,Luke O,Perfect. Lets listen to one journalist. Love it.,0.0,0.0,,cVkAsPizAbU,
44,UgwGNAP05QvApYj99IR4AaABAg,UgwGNAP05QvApYj99IR4AaABAg,2021-02-01T23:32:20Z,Aleksa Djurdjevic,"Why is this nonsense even allowed to stay on youtube?? And now Trump is going to become some sort of a hero for going out of the Paris agreement and denying climate change (this was not even mentioned in the video!) This is complete nonsense, I can't believe I just watched this and it's even harder to believe that people are actually buying this...",0.0,0.0,,cVkAsPizAbU,
45,UgwGNAP05QvApYj99IR4AaABAg,UgwGNAP05QvApYj99IR4AaABAg,2021-02-04T17:24:24Z,riptiderobin 16,Mental degradation is the real pandemic.,0.0,1.0,,cVkAsPizAbU,
46,UgwcMM2UcL-_niyCMyJ4AaABAg,UgwcMM2UcL-_niyCMyJ4AaABAg,2021-02-01T21:33:22Z,MICHAEL DAVIS,"No, it's been the coldest 10 years in history. Ky. has shorter summers that's why I moved to Florida and Florida has had long and cold winters as well.",0.0,0.0,,cVkAsPizAbU,
47,UgxLkHmXQ_AKkciICp94AaABAg,UgxLkHmXQ_AKkciICp94AaABAg,2021-02-01T20:55:30Z,S K,"Climate = Weather
Change = Modification",0.0,0.0,,cVkAsPizAbU,
48,UgzBwDKkzTArpgFiY954AaABAg,UgzBwDKkzTArpgFiY954AaABAg,2021-02-01T20:34:00Z,kathleen smith,The Paris Agreement is Complete Bullshit --- China didn't sign the agreement --hmm?? Wonder WHY??  Because it is BULLSHIT.,1.0,0.0,,cVkAsPizAbU,
49,Ugyd-3CzsiC6SysIYmp4AaABAg,Ugyd-3CzsiC6SysIYmp4AaABAg,2021-02-01T19:37:18Z,Linda Schultz,No such thing as global warming.  We are being scammed by the political elite.,3.0,0.0,,cVkAsPizAbU,
50,UgxbjFhgJ9fO7Y5vWBV4AaABAg,UgxbjFhgJ9fO7Y5vWBV4AaABAg,2021-02-01T16:42:48Z,Roger Armstrong,It is onley about taxes it  gets hot or cold  and your taxes go up  it is that simple    no mystery  no joke  no lie. It's all about scaring  you into giving it to governments  willingly  to save the planet  because they ran out of reasons to take it from you legitimately  you are already taxed obscenely.  And they know it so guess what  you pay for energy  the food you eat and the clothes you wear  so what's next. THE AIR YOU BREATHE.,0.0,0.0,,cVkAsPizAbU,
51,UgwWk23gdJwfDCbN8Wl4AaABAg,UgwWk23gdJwfDCbN8Wl4AaABAg,2021-02-01T16:18:52Z,R Martin,"Have no fear, Clueless Joe and Commie Harris will save us!",4.0,0.0,,cVkAsPizAbU,
52,UgwVi-ilquvBLVxtZP94AaABAg,UgwVi-ilquvBLVxtZP94AaABAg,2021-02-01T13:20:55Z,Spandan Pandey,"It's amazing how this video deprives the agreement out of all its contexts to present a misleading argument that seems to make ""sense"". While it makes commitments comparisons with relatively poor and developing countries like India and Pakistan and a rising China. It deliberately doesn't compare commitments made by the US under Obama with other developed and industrialized countries of the West like the UK or France or even its neighbors Canada. It makes an incorrect argument that it's only the US that is making huge commitments while everyone else is free-riding which isn't true. Climate Agreement is based on the agreed principles of common but ""differentiated responsibilities"" which puts the onus of climate action on rich countries in terms of taking initiative.  Because of their historical responsibilities is causing this problem in the first place and because of being in a position (financial and technological capacity) of doing so much more. Other developed countries in Europe made much higher emissions reduction commitments than the US. The US has the highest per capita emissions exceedingly higher than China, India, or Pakistan and even in absolute terms, it has the second-highest emissions share in the world.",0.0,0.0,,cVkAsPizAbU,
53,UgxBYKM1WXfJVkAB3nx4AaABAg,UgxBYKM1WXfJVkAB3nx4AaABAg,2021-02-01T13:18:23Z,Ken Sisti,Why NOT cut emissions here.  Are we not leaders.  Aren't the billions spent progressive engineering that could be sold in other markets?  Is that not $trillion in global economic advancements.  That's my take it's about $ and the future. ie; automobile industry forced to lower emissions.  did that work Y/N?   same thing,0.0,0.0,,cVkAsPizAbU,
54,Ugx0UAKaeRJE6bFnTJx4AaABAg,Ugx0UAKaeRJE6bFnTJx4AaABAg,2021-02-01T12:40:18Z,Ice Vixen,Kyoto Protocol 2.0,0.0,0.0,,cVkAsPizAbU,
55,UgxHB8l2bjUP4YwOSuh4AaABAg,UgxHB8l2bjUP4YwOSuh4AaABAg,2021-02-01T08:11:58Z,Peter Piper,Grand Solar Minimum nick named the Eddie Minimum. If your rich you (better!) go after energy. Better (control) all energy or u dont have power.,0.0,0.0,,cVkAsPizAbU,
56,UgzeljNJl-xN9OiE0Ht4AaABAg,UgzeljNJl-xN9OiE0Ht4AaABAg,2021-01-31T22:46:11Z,Miriam Castillo,"I mean, Trump was worse. He didn’t even believe in Climate Change. But yes, the paris agreement is a joke",0.0,0.0,,cVkAsPizAbU,
57,Ugz3L6m0Ym7WsuDHy-h4AaABAg,Ugz3L6m0Ym7WsuDHy-h4AaABAg,2021-01-31T22:34:59Z,john ward,John is a moron.,1.0,0.0,,cVkAsPizAbU,
58,UgzlbpGwVeokIkvvNgp4AaABAg,UgzlbpGwVeokIkvvNgp4AaABAg,2021-01-31T22:19:42Z,David Wright,"Do you realize the amount of money these phkrs make touting this ""We're all going to die in our own gases"" crap? mind boggling...for sure...",1.0,0.0,,cVkAsPizAbU,
59,UgyLqyTORR8IhB1bQ654AaABAg,UgyLqyTORR8IhB1bQ654AaABAg,2021-01-31T22:06:35Z,Rob Rousseau,The dimwits are all invested in this will.make fortunes for their next 3 generations of criminal elitists,0.0,0.0,,cVkAsPizAbU,
60,UgywwDKbhSfRzMfn97Z4AaABAg,UgywwDKbhSfRzMfn97Z4AaABAg,2021-01-31T21:34:32Z,Scott Gebow,"The two biggest contributors to emissions,  China and India aren’t going to do jack shit.",0.0,0.0,,cVkAsPizAbU,
61,Ugw_79pP4c15UAg23BJ4AaABAg,Ugw_79pP4c15UAg23BJ4AaABAg,2021-01-31T20:37:30Z,GEAUXTIGERS091,It’s all a hoax. Don’t believe any of it. The whole thing is just a scheme to steal from ordinary people. Another massive transfer of wealth from average citizens to the elite. Soon taxes on gasoline and diesel will sky rocket. Get ready for $6 gal gas again. Economy gonna tank.,0.0,0.0,,cVkAsPizAbU,
62,UgxJRpSKSt52uqnFjht4AaABAg,UgxJRpSKSt52uqnFjht4AaABAg,2021-01-31T19:54:03Z,Jerry Moriarty,What about the private jets and mega yachts?,0.0,0.0,,cVkAsPizAbU,
63,Ugzmfrll6wvSwBgzdzx4AaABAg,Ugzmfrll6wvSwBgzdzx4AaABAg,2021-01-31T17:58:52Z,webincome income,Climate change is in the same category as required mask wearing. BS......!,0.0,0.0,,cVkAsPizAbU,
64,UgyK8QHhwX0NBaqAF1Z4AaABAg,UgyK8QHhwX0NBaqAF1Z4AaABAg,2021-01-31T17:36:54Z,schuylar diamond,Anything is possible but not everything is likely.,0.0,0.0,,cVkAsPizAbU,
65,UgxpklM8cZ3_Aj_YHAh4AaABAg,UgxpklM8cZ3_Aj_YHAh4AaABAg,2021-01-31T16:16:38Z,Philip Cama,Why didn't this commentary on the agreement come out years ago ?  The media just does not do there job !,0.0,0.0,,cVkAsPizAbU,
66,UgxckXCM6F81KxD3XoR4AaABAg,UgxckXCM6F81KxD3XoR4AaABAg,2021-01-31T15:15:53Z,PRINCE EVERLOVE,"JOHN, REMEMBER YOU ON 20/20...ALWAYS TO THE POINT REPORTING..UNLIKE CNN, MSLSD, WASHINGTON COMPOST, NY SLIMES..",0.0,0.0,,cVkAsPizAbU,
67,UgxB1h54PaXgQHZwKmx4AaABAg,UgxB1h54PaXgQHZwKmx4AaABAg,2021-01-31T12:39:46Z,fpeletz,"Americans are being FORCED to  have electric vehicles -IF THEY AFFORD ONE . I am waiting for the new U.S. fleet ,any bets that a few select politicians will be driving top of the line Teslas ? In regards to flying , haven't you heard that now there is a carbon neutral fuel ? Too bad cars can't run on it.",0.0,0.0,,cVkAsPizAbU,
68,UgwerUyP0SUMabZNHjN4AaABAg,UgwerUyP0SUMabZNHjN4AaABAg,2021-01-30T23:27:57Z,Megan Kim DeAinza,Stop Agenda 21 - defund the globalists,0.0,0.0,,cVkAsPizAbU,
69,UgwvYam85-13DE9NcmB4AaABAg,UgwvYam85-13DE9NcmB4AaABAg,2021-01-30T22:29:42Z,Tony Sprague,Do you in physics no reason for the US to join the Paris agreement,0.0,0.0,,cVkAsPizAbU,
70,UgwfmciXfpWFd9H03n94AaABAg,UgwfmciXfpWFd9H03n94AaABAg,2021-01-30T21:52:59Z,Heidibee,"*Carbon Dioxide - the life molecule (1 carbon atom, 2 oxygen atoms) that plants ingest to help grow enough vegetation to feed 7+ billion people and billions of animals DAILY. They keep the carbon and emit OXYGEN. SO CARBON DIOXIDE GIVES US FOOD AND OXYGEN.* In whose warped mind is that a pollutant? It takes up a small fraction of 1% of the atmosphere with other gases occupying 99+%.* AGW is just another failed prediction to throw on the scrap heap of would be crises. They have Covid now. That is causing enough grief and bullying.",1.0,0.0,,cVkAsPizAbU,
71,UgwfmciXfpWFd9H03n94AaABAg,UgwfmciXfpWFd9H03n94AaABAg,2021-01-31T10:37:51Z,Noah Duller,"WATER, the source of ALL LIFE on earth. How in the world would this LIFE BRINGING, HEALING liquid be a potential Danger? People need to STOP complaining about tsunamis",0.0,1.0,,cVkAsPizAbU,
72,UgyvWEmkSZDUoCrqSH14AaABAg,UgyvWEmkSZDUoCrqSH14AaABAg,2021-01-30T20:45:32Z,Gerry Walker,Al Gore has his own carbon footprint,3.0,0.0,,cVkAsPizAbU,
73,UgxLbUtuRHclezRPlmN4AaABAg,UgxLbUtuRHclezRPlmN4AaABAg,2021-01-30T20:08:57Z,drummerboy7201,It's total bullshit!!,1.0,0.0,,cVkAsPizAbU,
74,Ugz_3UeOOma5x1SwbN14AaABAg,Ugz_3UeOOma5x1SwbN14AaABAg,2021-01-30T19:58:27Z,Ada Vazquez,"Climax change is a natural that happens all by itself, yes i understand that people could help by stop it countries like China and others but in reality is about money",0.0,0.0,,cVkAsPizAbU,
75,UgxOhtyWUPHfKVDyWvR4AaABAg,UgxOhtyWUPHfKVDyWvR4AaABAg,2021-01-30T19:52:10Z,Bacterial Flagellum,"American citizens listen to these testimonials and do not be fools. Protect your freedom and don't give in to the left and their Socialist/Comunist ideology. People who lived in that system knows the horror of persecution, hunger and inevitable death. 
I advise you to go back to the books, learn your own history, contain constitution and resist the brainwashing techniques the mob left is coming at you. Your freedom to choose is the basic for you to prosper. If not than you are doomed.",0.0,0.0,,cVkAsPizAbU,
76,UgyCv86EAqU7_gIs8HF4AaABAg,UgyCv86EAqU7_gIs8HF4AaABAg,2021-01-30T13:57:56Z,Dave,"You're right John.  Most people didn't know because they were never informed by the media, a thing that you are part of.  But I'm not holding you responsible, I holding the American public responsible because they become lazy, and weak.  Too lazy to think for themselves, too weak to do something about it.",0.0,0.0,,cVkAsPizAbU,
77,Ugw-x79aC_mGESKVxux4AaABAg,Ugw-x79aC_mGESKVxux4AaABAg,2021-01-30T05:46:20Z,Monkey Time,"Global warming has been happening since the ""ice age""",2.0,0.0,,cVkAsPizAbU,
78,UgwSroX-9vk7pupSEGt4AaABAg,UgwSroX-9vk7pupSEGt4AaABAg,2021-01-30T04:47:27Z,David Carter,"Biden, Obama and Gore have agreed to peak the greenhouse gases coming from their pie holes never.",0.0,0.0,,cVkAsPizAbU,
79,UgxzlvBbN7yHOjNXSE94AaABAg,UgxzlvBbN7yHOjNXSE94AaABAg,2021-01-30T03:21:26Z,Bob Jones,Typical political BS,1.0,0.0,,cVkAsPizAbU,
80,UgwjB9QHwvWfUYJmpwB4AaABAg,UgwjB9QHwvWfUYJmpwB4AaABAg,2021-01-30T02:17:59Z,Eileene Clark,"1/29/21...AND NOW wanna-be Biden who ""won"" a totally fraud 2020 ""election"" has DOUBLED DOWN by putting the USA + our hard-working American taxpayers' funds DURING C-19 SCAMDEMIC/LOCK-DOWNS/
CLOSED SMALL BUSINESSES/ NO JOBS ECONOMY BACK INTO THE IDIOTIC PARIS CLIMATE CHANGE ACCORD WORTHLESS WORLD NWO POLITICS!!!",1.0,0.0,,cVkAsPizAbU,
81,UgzEgmX1N-A8ZGePR-h4AaABAg,UgzEgmX1N-A8ZGePR-h4AaABAg,2021-01-30T01:35:46Z,Nuked Flounder,Not Evil Just Wrong,0.0,0.0,,cVkAsPizAbU,
82,UgxqCDxN7VElmRSkuzh4AaABAg,UgxqCDxN7VElmRSkuzh4AaABAg,2021-01-29T23:35:37Z,Sherbet Dab,Irish TV is swamped with images of lush countryside replete with graceful wind farm sails comfortingly rotating. Wonder how Syria's getting on... edit - Wonder what Erdogan's up to these days...,0.0,0.0,,cVkAsPizAbU,
83,Ugyp_62Gst2Cy48KqQx4AaABAg,Ugyp_62Gst2Cy48KqQx4AaABAg,2021-01-29T22:58:13Z,Sherman Ng,And now Biden got the US back into the Accord. Get ready for your taxes to go up and the job losses while the environment gets nothing. We're fucked.,2.0,0.0,,cVkAsPizAbU,
84,UgzkZFlJJe9ng0Em-B54AaABAg,UgzkZFlJJe9ng0Em-B54AaABAg,2021-01-29T21:23:08Z,Mark Holtdorf,Climate change  caused the end of the ice age.,0.0,0.0,,cVkAsPizAbU,
85,UgwVTbTKLzyHhBote4B4AaABAg,UgwVTbTKLzyHhBote4B4AaABAg,2021-01-29T17:17:15Z,Mark Fox,Why does no one mention that the climate has been in constant change every day of the Earth's 4.6 billion years of existence? Someone observing change has not elicited that change.,4.0,0.0,,cVkAsPizAbU,
86,Ugzc8xhk14heZyRytd14AaABAg,Ugzc8xhk14heZyRytd14AaABAg,2021-01-29T16:34:30Z,James Macleod,What an absolute farce. What is wrong with Biden. Is this Trump derangement in action?,0.0,0.0,,cVkAsPizAbU,
87,UgyvC41dnGFbRqmPdjh4AaABAg,UgyvC41dnGFbRqmPdjh4AaABAg,2021-01-29T15:54:10Z,don684,"Wait till Biden tries selling the US on ""carbon taxes."" That will mean all the gasoline you use to get to work, all the energy you use to heat your home with natural gas, the electricity you use will be subject to a new carbon tax. All businesses will be subject to the tax too. Can you say engineered inflation as everything you need to buy increases in price?",2.0,0.0,,cVkAsPizAbU,
