position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	tags	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
11	UC0p5jTq6Xx_DosDFxVXnWaQ	The Economist	EXkbdELr4EQ	2019-09-18T19:00:54Z	2019-09-18 19:00:54	Climate change: the trouble with trees | The Economist	Tree-planting has been hailed as a solution to climate change. But how much can trees really do to tackle global warming? See our research here: https://econ.st/32HXvXY Click here to subscribe to The Economist on YouTube: https://econ.st/2xvTKdy Summer 2019 - More than 38,000 fires raged across the Amazon. Fires that were man-made. Over the past 50 years almost 17% of the world’s largest rainforest has been cleared. And globally deforestation has almost doubled in just five years. Since the start of human civilisation it’s estimated that the number of trees around the world has fallen by almost half. Clearing forests increases carbon-dioxide levels but planting them could store away some of the carbon already in the atmosphere. This woman runs safaris in England. Guests are not only here to see wild animals - they’re here to see wild trees. Almost 20 years ago Isabella Tree—yes that is her real name-handed 1,400 hectares of Sussex farmland back to nature, by doing, well nothing. She thinks this is the best way to use the land to help tackle climate change. To stabilise the climate global carbon emissions need to drop to net zero by 2050. Simon Lewis is a professor of global change science. And there’s never been more global ambition to plant trees. In 2014, 51 countries pledged to plant over 3.5m square kilometres of forest by 2030 - an area slightly larger than India. The 2030 target looks likely to be met. But there’s a catch… Monoculture tree plantations like eucalyptus grow quickly but the trees are harvested every ten or so years releasing much of the carbon stored in the tree back into the atmosphere - which means that, according to some studies they’ll store only around one-fortieth of the carbon natural forests do over the long term. In fact, those pledges to plant millions of trees actually promise to store 26bn tonnes less carbon than they could. Sometimes the motives for planting forests are less green than they might appear. By 2020 Ireland ought to have cut greenhouse-gas emissions by 20% below 2005 levels. But at current rates it will have reduced them by only 5%. Planting forests might help Ireland avoid massive penalties for missing EU targets because the potential carbon these forests could store in the future can be counted as a carbon credit today. In the 1920s Ireland had the lowest forest cover in Europe at around 1%. That’s now risen to 11% and the government has set a target to cover 18% of the land with forest by 2046. And now local community groups are protesting against these monoculture tree plantations. They say they’re doing more harm than good. Tree-planting programmes invariably have an impact on the people living nearby. In east Africa one project is demonstrating what can be achieved when there’s genuine buy-in from the local communities. Green Ethiopia is a mixed-tree planting charity. The land is communally owned and co-operatives of local women receive benefits for planting trees which are protected from being harvested. Here conserving is just as important as planting. Green Ethiopia assesses whether the condition of the land is good enough to regenerate by itself. When it is—on about a third of the area the charity runs they leave it alone. Just like Isabella Tree, back in England. Monoculture plantations are often preferred because they make money. So some experts are looking to a future where carbon payments could create financial incentives for natural forests. Ultimately though, the trouble with trees tackling climate change is space For more from Economist Films visit: http://films.economist.com/ Check out The Economist’s full video catalogue: http://econ.st/20IehQk Like The Economist on Facebook: https://www.facebook.com/TheEconomist/ Follow The Economist on Twitter: https://twitter.com/theeconomist Follow us on Instagram: https://www.instagram.com/theeconomist/ Follow us on Medium: https://medium.com/@the_economist	The Economist,Economist,Economist Films,Economist Videos,News,short-documentary,climate change,global warming,global warming short film,climate,environment,greenhouse gases,climate change news,climate crisis,climate change solutions,planting trees,trees	25	News & Politics	PT9M45S	585	2d	hd	true	https://i.ytimg.com/vi/EXkbdELr4EQ/maxresdefault.jpg	1	429720	11866	843	0	1771
12	UC7UrbxJVfdWY0xAaKfzenjQ	World Trending News TV	QBNKG416E6c	2020-03-16T07:32:00Z	2020-03-16 07:32:00	Climate change: How important is the rainforest in limiting global warming?	Billions of leaves in the Amazon rainforest take in carbon dioxide – a gas which contributes to global warming. So does deforestation cause a rise in global temperatures? Erika Berenguer is a scientist at the Oxford Environmental Change Institute. She's been studying the same patch of trees in the Amazon for ten years. Video by David Shukman, Kate Stephens and David Bull		22	People & Blogs	PT3M16S	196	2d	hd	false	https://i.ytimg.com/vi/QBNKG416E6c/maxresdefault.jpg		24	0	0	0	0
13	UC-SJ6nODDmufqBzPBwCvYvQ	CBS This Morning	1tRDnjl_gwY	2019-08-23T11:36:07Z	2019-08-23 11:36:07	Amazon rainforest fires could devastate the fight against climate change	Environmental organizations say humans are to blame for fires devastating the Amazon, a region vital to our planet's climate. More than 74,000 fires have begun in Brazil this year with roughly 40 percent in the Amazon alone. Manuel Bojorquez reports. Watch "CBS This Morning" HERE: http://bit.ly/1T88yAR Download the CBS News app on iOS HERE: https://apple.co/1tRNnUy Download the CBS News app on Android HERE: https://bit.ly/1IcphuX Like "CBS This Morning" on Facebook HERE: http://on.fb.me/1LhtdvI Follow "CBS This Morning" on Twitter HERE: http://bit.ly/1Xj5W3p Follow "CBS This Morning" on Instagram HERE: http://bit.ly/1Q7NGnY Get new episodes of shows you love across devices the next day, stream local news live, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B Each weekday morning, "CBS This Morning" co-hosts Gayle King, Anthony Mason and Tony Dokoupil deliver two hours of original reporting, breaking news and top-level newsmaker interviews in an engaging and informative format that challenges the norm in network morning news programs. The broadcast has earned a prestigious Peabody Award, a Polk Award, four News & Documentary Emmys, three Daytime Emmys and the 2017 Edward R. Murrow Award for Best Newscast. The broadcast was also honored with an Alfred I. duPont-Columbia Award as part of CBS News division-wide coverage of the shootings at Sandy Hook Elementary School in Newtown, Connecticut. Check local listings for "CBS This Morning" broadcast times.	video,cbs,news,brazil,amazon,wildfires,climate,protests,environment	25	News & Politics	PT2M30S	150	2d	hd	false	https://i.ytimg.com/vi/1tRDnjl_gwY/maxresdefault.jpg	1	32146	252	22	0	112
14	UCJcoPrmCdVhGqOmPspWy2uA	Pulitzer Center	Q0ms6_D9ucY	2014-01-06T16:26:38Z	2014-01-06 16:26:38	Journalist Justin Catanoso on Climate Change in the Rainforest	Learn more: http://pulitzercenter.org/project/south-america-peru-global-warming-rainforest-cloud-forest-ecosystem-research-greenhouse-gas When it comes to climate change, the focus of research and public attention tends to focus on how rising temperatures impact the environment and species of colder climes. Less is understood about the tropics where rainforests absorb greenhouse gases, play a major role in the earth's water cycle and help regulate global temperatures. Journalist Justin Catanoso reports from Peru on the dynamics of global warming in the tropics and the short- and long-term implications for us all. This report is part of the Pulitzer Center sponsored project: "Peru: Race in the Rain Forest"	Pulitzer Center,Meet the Journalist,Justin Catanoso,Climate Change,Rainforest,Peru,Andes,Extinction,Journalist,Journalism	25	News & Politics	PT5M25S	325	2d	hd	false	https://i.ytimg.com/vi/Q0ms6_D9ucY/maxresdefault.jpg		8346	26	6	0	5
15	UCtxFXDzVkdyJ7M_5tCaP49A	CanalOEco	7XK52t_g0Lo	2010-04-10T02:20:49Z	2010-04-10 02:20:49	Climate Change and the Amazon Rainforest - Future Forests	Interview with Richard Betts, from the Hadley Centre (UK's Meteorological Office) about the impacts of climate change in the Amazon forest.	richard,betts,climate,change,eco,global,warming,gustavo,faleiros,forest,drought,rainfall,juliana,radler,future,forests	28	Science & Technology	PT5M1S	301	2d	sd	false			757	3	2	0	0
16	UCeikbI-Q07ymzNhi3Rz7-hA	Journey to Planet Earth	90nc3IuN-Cw	2011-03-24T16:01:24Z	2011-03-24 16:01:24	Plan B: Climate Change is Causing Amazon Rainforest Dieback and the Loss of Biodiversity	Journey to Planet Earth, public television's longest-running environmental series, explores the fate of the Amazon rainforest, and the biodiversity it supports, as global climate change robs this critical worldwide resource of vital rainfall in the documentary "Plan B: Mobilizing to Save Civilization." * Learn more at: http://www.pbs.org/journeytoplanetearth -- OR -- http://www.screenscope.com ** Join us on Facebook at: http://www.facebook.com/JourneytoPlanetEarth *** Follow us on Twitter at: http://twitter.com/J2PlanetEarth	Amazon,rainforest,co2,biodiversity,insufficient rainfall,economy,global warming,energy,lester brown,matt damon,Paul Krugman,Thomas Friedman,Bruce Babbitt,renewable energy,climate change,solar,wind,geothermal,hydropower,green,journey,planet,earth,environmental,television,PBS,screenscope	28	Science & Technology	PT1M55S	115	2d	sd	false			13963	37	5	0	
17	UCjt7bEwtlk6A6f_CiY2ZOlQ	Infinite Waters (Diving Deep)	zTOPl7pMQEg	2019-08-23T20:31:26Z	2019-08-23 20:31:26	Why they're Burning Down the Amazon Rainforest into Pieces | Ralph Smart	Now Available: The New Book: Feel Alive By Ralph Smart: http://www.ralphsmart.com/thebook Get Infinite Waters Clothing Now: http://www.ralphsmart.com/clothing Follow Us On Instagram Now Deep Divers: https://www.Instagram.com/Infinitewaters/ Personal Consultations: https://ralphsmart.com/1to1-sessions/ Facebook: https://www.facebook.com/infinitewatersworld/ https://www.facebook.com/ralphsmart Follow on Twitter: https://twitter.com/infinitewaters Follow on Tumblr https://tumblr.com/infinitewatersworld	amazon rainforest,burning rainforest,fire,rainforest,amazon,MOTIVATIONAL VIDEO,MIND,BRAIN,ralph smart,infinite waters,thoughts,reality,the secret,law of attraction,focus,money,happy,happiness,let go,dream,Third Eye,Marijuana,DMT,Meditation,Cute,ALIENS,anxiety,worry,smile,food,Inspirational,change your life,Consciousness,Dealing with Panic Attacks & Anxiety | Zoella,Relax,Chill Out,Boy,Girl,Vegan,Amazing,dreams,I AM,AFFIRMATIONS,CREATE YOUR REALITY,forest fires	22	People & Blogs	PT5M19S	319	2d	hd	false	https://i.ytimg.com/vi/zTOPl7pMQEg/maxresdefault.jpg	1	150022	14306	177	0	2728
18	UCULjPwTctabZ1kdWJ0UeBvw	Lauren Simpson	5BZ_xD99-mY	2020-04-07T02:32:05Z	2020-04-07 02:32:05	Projection on Climate Change Impacts on Central America Tropical Rainforest			22	People & Blogs	PT11M31S	691	2d	hd	false	https://i.ytimg.com/vi/5BZ_xD99-mY/maxresdefault.jpg		32	1	0	0	0
19	UCyRqNKLxx2IdQRF_fu_hm1A	Norad	SxRRdhXmmwA	2019-04-09T11:03:09Z	2019-04-09 11:03:09	The African Rainforest is stabilizing the Global Climate	The Congo Basin is the second largest rainforest in the world, after the amazon. The trees are much taller and denser, so the carbon content of the African rainforest is as much as double as that of the Amazon. So in terms of climate change, the African rainforest/ Congo Basin is twice as important as its surface area. There is a clear link between the rainforest of Eastern Dem. Republic of Congo and the rainfall in the Ethiopian Highlands. So if we cut down the forests of DRC, not only will we put more CO2 in to the atmosphere, but Ethiopia will also loose its rainfall. It's likely that the same relationship will apply to Gabon and Congo, and the Sahel. In all the rainforest models they predict that in the next 20 - 30 years, Sahel will loose half of its rain fall, because of climate change. So we a responsibility in the Congo Basin, the DRC, The Congo and Gabon, because we know that the people in Sahel will die if we cut down the rainforest. Norway (NICFI and Norad) supports the effort to save the African rainforest through CAFI - the Central African Rainforest Initiative	Rainforest,Congo Basin,The Democratic republic of Congo,Gabon,Congo,The Central African Rainforest,Climate change,Lee White,Forest elephants,CAFI,NICFI,Norad,Norway,save the rainforest,stop climate change,trees,sahel,ethiopia	29	Nonprofits & Activism	PT2M6S	126	2d	hd	false	https://i.ytimg.com/vi/SxRRdhXmmwA/maxresdefault.jpg		5726	70	3	0	6
20	UCpIfUqX3GBsALE0SpeNYvvg	Wayne Spencer	viKvemvWRt0	2014-03-06T02:07:51Z	2014-03-06 02:07:51	RRRC 14 Climate Change Impacts on the Rainforest			22	People & Blogs	PT1M24S	84	2d	sd	true			136	1	0	0	0
21	UCrYty6rOzYH1DyqevEFUbsA	Energy and Climate Intelligence Unit	TCmFZ3UjsgE	2019-08-23T10:59:12Z	2019-08-23 10:59:12	Climate change impact of fires in Amazon rainforest	ECIU director Richard Black discusses the impact of fires in Brazil's Amazon rainforest on climate change.	Brazil,Amazon,rainforest,climate change,ActForTheAmazon,prayforamazonia,Brasil,global warming,climate crisis	22	People & Blogs	PT4M50S	290	2d	sd	false			98	2	0	0	0
22	UC9Nq4zAFC2sW-WSPGYrTGWg	RRRCVisDoc	MKgoNyvEWgU	2009-03-11T01:23:58Z	2009-03-11 01:23:58	Climate Change Impacts on the Rainforest	The Marine and Tropical Sciences Research Facility (MTSRF) is part of the Commonwealth Environmental Research Facilities Program (CERF), an initiative of the Australian Government that will invest $100 million (AUD) in world-class public good research over four years from July 2006. Of this $100 million, $40 million will be allocated under the MTSRF to develop collaborative, public benefit research between Australia's best tropical environmental researchers to support the conservation and sustainable use of North Queensland's environmental assets - the Wet Tropics rainforests, the Great Barrier Reef and the connecting coastal regions. The MTSRF has produced 28 multimedia Visual Documentation clips using contributions from research projects being conducted under the MTSRF program. The purpose of the Visual Documentation is to provide video documentation of the work being undertaken within the MTSRF program. These multimedia products have been designed to easily incorporate and portray new results obtained from the MTSRF work, enabling a visual record of the MTSRF work, the research projects and the environmental assets of North Queensland to be compiled. To view more videos and read more about the MTSRF, visit here: http://www.rrrc.org.au/mediadirectory/visualdocumentation/index.html	MTSRF,RRRC,Climate Change,Impacts,Rainforest,Reef	28	Science & Technology	PT1M35S	95	2d	sd	true			3912	6	4	0	1
23	UCaD3OqOk2pPDvm-rmgyaQlg	Rainforest Connection	tiTP5QLYYcA	2014-06-25T07:21:43Z	2014-06-25 07:21:43	Rainforest Connection - A New Way to Fight Climate Change Today	The Rainforest Connection Kickstarter campaign is LIVE !!! Go to: http://kck.st/TrOsX7 Back this solution today!	Kickstarter (Website)	29	Nonprofits & Activism	PT3M4S	184	2d	hd	true	https://i.ytimg.com/vi/tiTP5QLYYcA/maxresdefault.jpg		7427	46	1	0	3
24	UCVqyG8U35KJgMX08O3Mqhuw	Get Reel PDX	8YyYolGr2tM	2016-03-24T20:22:11Z	2016-03-24 20:22:11	Climate Change Through the Eyes of 5th Graders: Tropical Rainforest	The past and present states of the climate, and a prediction of the climate in 50 years, as seen through the eyes of 5th graders at Creative Science School in Portland, OR.	get reel,get,reel,Climate Change,5th Graders	1	Film & Animation	PT2M4S	124	2d	hd	false	https://i.ytimg.com/vi/8YyYolGr2tM/maxresdefault.jpg		11	0	0	0	0
25	UCuIRHHHySd5quUEYUzGtvdA	Siobhan Philbin	DMmPqbUnUxk	2019-10-15T13:35:15Z	2019-10-15 13:35:15	Reel Life Science Rainforest Climate Change	Rainforest Climate Change		22	People & Blogs	PT1M47S	107	2d	hd	false			12	0	0	0	0
26	UC56kSxxtXdQbyX548FXzDQA	rainforestsproject	jHHAT0XVGbs	2009-06-05T10:12:19Z	2009-06-05 10:12:19	Steve Easterbrook discusses rainforests and climate change for The Princes Rainforest Project	Steve Easterbrook discusses rainforests and climate change and calls for people and businesses to sign up to the Prince's Rainforests Project RainforestSOS campaign. For more information and to sign up, visit http://www.rainforestSOS.org	business,rainforest,rainforests,project,prince,HRH,corporate,environment,deforestation,climate,change,Steve,Easterbrook,Frog,Prince,Charles,RainforestSOS,Amazon,SOS,Climate,Green,Social,Media,Campaign,Celebrity,Celebrities,Royal,Family,Rainforests,Twitter,Facebook,Deforestation,Leaders,frog film,green frog,frog video,funny frog,cgi,climate change,McDonalds	29	Nonprofits & Activism	PT2M24S	144	2d	sd	false			1728	4	2	0	0
27	UCH4BNI0-FOK2dMXoFtViWHw	It's Okay To Be Smart	PX1Rc0xlUpk	2020-02-11T19:59:54Z	2020-02-11 19:59:54	If We Plant 1 TRILLION Trees Can We Stop Climate Change ?	SUBSCRIBE so you don’t miss a video! ►► http://bit.ly/iotbs_sub We’re on PATREON now! Join the community ►► https://www.patreon.com/itsokaytobesmart ↓↓↓ More info and sources below ↓↓↓ Can trees really save us from climate change? For eons, nature has relied on photosynthesis as a big way to keep carbon dioxide levels from getting out of control. But as we have put more carbon into the air, we’ve also cut down many of the forests we need to suck that carbon up. So big tree-planting initiatives like #TeamTrees to the rescue, right? Actually, we need to think bigger. Here’s three ways trees really can help us solve climate change, from a guy who wants to plant a TRILLION trees, to how we might save the forests we’ve got, to scientists hacking biology to make trees even better. References: https://sites.google.com/view/3waystreescansavetheclimate/home Aspect Science: Team Trees Explained https://youtu.be/SLHCA-hHx4Y Special thanks to Felix Finkbeiner https://www.plant-for-the-planet.org/en/home Special thanks to our Brain Trust Patrons: AlecZero Bob Rosset Brent M. Diego Lombeida Ron Kakar ----------- Join us on Patreon! https://patreon.com/itsokaytobesmart Twitter http://www.twitter.com/DrJoeHanson http://www.twitter.com/okaytobesmart Instagram http://www.instagram.com/DrJoeHanson http://www.instagram.com/okaytobesmart Merch https://store.dftba.com/collections/its-okay-to-be-smart Facebook https://www.facebook.com/itsokaytobesmartpbs/	science,pbs digital studios,pbs,joe hanson,it's okay to be smart,its okay to be smart,it's ok to be smart,its ok to be smart,public broadcasting service,nature,documentary,climate change,carbon capture,team trees,global warming,environment,climate,climate crisis,sustainability,emissions	27	Education	PT11M8S	668	2d	hd	true	https://i.ytimg.com/vi/PX1Rc0xlUpk/maxresdefault.jpg	1	292333	15396	388	0	1532
28	UCgo8u5AKgqdk4jzPbl3sYaw	forestideas	E5gURgiaBN0	2011-04-08T15:57:52Z	2011-04-08 15:57:52	Impact of climate change on the Amazonian rainforest	Walter Vergara, author of a study on Amazon dieback, explains how current climate trends and human-induced deforestation are affecting the Amazon.	climate change,Amazon,rainforest,rainfall,global warming,PROFOR,Walter Vergara,World Bank	28	Science & Technology	PT2M27S	147	2d	sd	true			420	1	0	0	0
29	UCYZu6ykzkjVjCYqIqaOxgRA	Nicoletta Vegan Thibeault	2ywi-K7fbdw	2019-09-07T05:07:35Z	2019-09-07 05:07:35	Rainforest Fires, Climate Change and What We Can Do About Them	Hey guys! Long overdue video. I talk the Amazon rainforest, fires, climate change, animal agriculture and veganism with some dear guests, friends of mine, Alyson and John. Fun stuff! If you enjoyed this episode and wish to see more, please don't forget to like, subscribe, click the bell for alerts, comment and share. Thanks loves, much appreciated! Follow me on: Facebook: Nicoletta Thibeault Instagram: @nicolettathibeault Twitter: @NicolettaVeganT Interested in trying a plant based vegan diet? Interested in improving your health, wellness, and fitness, and changing your life? If your answer is yes, please contact me at my Juice Plus business website to get started: nicolettathibeault.juiceplus.com	Amazon,rainforest,rainforest fires,fires,forest,forest fires,wildfires,climate change,climate action,global warming,deforestation,politics,animal liberation,animal rights,vegan,go vegan,veganism,indigenous,indigenous rights,Brazil,Bolsonaro	22	People & Blogs	PT25M	1500	2d	hd	false	https://i.ytimg.com/vi/2ywi-K7fbdw/maxresdefault.jpg		22	4	1	0	2
30	UC-T7ZWGVcR4tFUKClJZNYXg	Mitra Kulkarni	le0d7NpX37c	2020-11-05T10:48:18Z	2020-11-05 10:48:18	Amazon Rainforest in context of Climate Change	Severity of Climate Change explained with simple example of Amazon Rainforest.		22	People & Blogs	PT5M43S	343	2d	hd	false			10	2	0	0	0
31	UCaD3OqOk2pPDvm-rmgyaQlg	Rainforest Connection	qEHH9VSWYTI	2014-06-25T18:10:00Z	2014-06-25 18:10:00	Rainforest Connection - A New Way to Fight Climate Change Today	Rainforest Connection Kickstarter campaign is LIVE !!! Go to: http://kck.st/TrOsX7 Please help support this solution and get us back out into the forest. Thanks!		29	Nonprofits & Activism	PT2M34S	154	2d	hd	false	https://i.ytimg.com/vi/qEHH9VSWYTI/maxresdefault.jpg		9453	60	2	0	18
32	UCbKO7fZ2CfKzP8Ol0cDIrjw	WHTC Resources	BBwaNPLzfz8	2021-01-25T13:28:07Z	2021-01-25 13:28:07	Ecosystems: Impacts of Climate Change on Tropical Rainforests and Deciduous Woodlands			27	Education	PT17M27S	1047	2d	hd	false	https://i.ytimg.com/vi/BBwaNPLzfz8/maxresdefault.jpg		138	1	0	0	0
33	UCTOaeFNU3N3_Y0knN4oU-RA	Ginger Teacher	X5aBUvKbNQQ	2019-05-21T12:29:01Z	2019-05-21 12:29:01	Climate Change and the Rainforest	This video is a short explanation of climate change. The full lesson linked to this video is available here: https://www.teacherspayteachers.com/Product/Effects-of-Climate-Change-the-Rainforest-Complete-Lesson-2955030	rainforest	1	Film & Animation	PT1M49S	109	2d	hd	false			83	1	0	0	0
34	UCrp_UI8XtuYfpiqluWLD7Lw	CNBC Television	0NNv9xi-m2A	2020-09-30T02:57:33Z	2020-09-30 02:57:33	Donald Trump and Joe Biden on California wildfires, climate change policies	President Donald Trump and former Vice President Joe Biden face off in the first presidential debate Tuesday night, hosted by Case Western Reserve University in Cleveland, Ohio. For access to live and exclusive video from CNBC subscribe to CNBC PRO: https://cnb.cx/2NGeIvi » Subscribe to CNBC TV: https://cnb.cx/SubscribeCNBCtelevision » Subscribe to CNBC: https://cnb.cx/SubscribeCNBC » Subscribe to CNBC Classic: https://cnb.cx/SubscribeCNBCclassic Turn to CNBC TV for the latest stock market news and analysis. From market futures to live price updates CNBC is the leader in business news worldwide. The News with Shepard Smith is CNBC’s daily news podcast providing deep, non-partisan coverage and perspective on the day’s most important stories. Available to listen by 8:30pm ET / 5:30pm PT daily beginning September 30: https://www.cnbc.com/2020/09/29/the-news-with-shepard-smith-podcast.html?__source=youtube%7Cshepsmith%7Cpodcast Connect with CNBC News Online Get the latest news: http://www.cnbc.com/ Follow CNBC on LinkedIn: https://cnb.cx/LinkedInCNBC Follow CNBC News on Facebook: https://cnb.cx/LikeCNBC Follow CNBC News on Twitter: https://cnb.cx/FollowCNBC Follow CNBC News on Instagram: https://cnb.cx/InstagramCNBC For info on the best credit cards go to CNBC Select: https://www.cnbc.com/select/best-credit-cards/ #CNBC #CNBCTV	Elections	25	News & Politics	PT9M41S	581	2d	hd	false		1	223302	1866	158	0	1784
35	UC_7anB10CAoypBgSdRvlnYw	Stephanie Ianniello	1YByIKSboSQ	2018-11-23T11:26:31Z	2018-11-23 11:26:31	Climate change in the amazon rainforest			22	People & Blogs	PT5M54S	354	2d	hd	false	https://i.ytimg.com/vi/1YByIKSboSQ/maxresdefault.jpg		29	0	0	0	0
36	UC_kIio9AUJLisofC2S35oqQ	Amazing Facts	lP1d1HIn6vY	2020-06-04T11:17:35Z	2020-06-04 11:17:35	Climate Change | Earth End | What if Rainforest Burned | Rainforest Jungle	Climate Change | Earth End | What if Rainforest Burned | Rainforest Jungle *Containt-Credits Video Credit: https://www.videoblocks.com Music Credit: NCM Epic Music Ender Guney https://www.youtube.com/c/NCMEpicMusic Description: https://www.youtube.com/c/NCMEpicMusic 🙏Contact Me For any Business inquiry & copyright related questions, please contact us Email - factstvinhindi@gmail.com Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for "fair use" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use	Rainforest Jungle,What if Rainforest Burned,Rainforest Documentary,Earth End,Earth Documentary,Ese hoga Duniya ka Ant	27	Education	PT4M50S	290	2d	hd	false	https://i.ytimg.com/vi/lP1d1HIn6vY/maxresdefault.jpg		218	9	1	0	8
37	UCqagQqtozwhmPCrJY9sRQxA	Climate Deadline - Paris, December 2015	NBzCfkORHgo	2020-10-19T21:34:38Z	2020-10-19 21:34:38	Decolonizing Carbon: Indigenous-Led Climate Change Mitigation in the Amazon Rainforest-Tracey Osborn			25	News & Politics	PT18M9S	1089	2d	sd	false			59	0	0	0	0
38	UCLGp2nrbr13UJP45JkqbBtQ	Meghan Remedy, CNP	wT3Qom_oDL8	2019-08-28T20:03:29Z	2019-08-28 20:03:29	How Cows Can HELP climate change & the Amazon Rainforest	People are demonizing cows for destroying the environment but they do not have the whole picture. Ted Talk Clips Used (Allan Savory, Environmental Scientist): https://youtu.be/vpTHi7O66pI Website: https://www.meghanremedy.com/ info@meghanremedy.com Instagram: meghan.remedy https://www.instagram.com/meghan.remedy/ Support me on Patreon: https://www.patreon.com/MeghanRemedy Get access to professional supplement lines through my dispensary! This link will give you access to high quality natural medicine! Just sign up with your name & email & get full access to order anything you desire! Canadian Site: https://ca.fullscript.com/welcome/meghanremedy United States Site: https://us.fullscript.com/welcome/meghanremedy	iMovie,cows,ruminant animals,how to save the planet,climate change,allon savory,environmental science,amazon rainforest,amazon rainforest fires,animal based nutrition,plant based nutrition,holistic soil management,holistic nutritionist,desertification,global warming,vegan diet,plant based diet,carnivore diet,paleo,keto,primal diet,animal based diet,nutrient dense soil,regenerative farming,carbon farming,kris jenner,kardashians,reduce red meat	27	Education	PT20M35S	1235	2d	hd	false	https://i.ytimg.com/vi/wT3Qom_oDL8/maxresdefault.jpg	1	1047	151	5	0	80
39	UCW39zufHfsuGgpLviKh297Q	DW Documentary	WDP-j5RdSUU	2019-08-28T16:00:14Z	2019-08-28 16:00:14	From rainforest to charcoal | DW Documentary	Huge areas of tropical rainforest are being destroyed to make charcoal for barbecues. The global deforestation is leading to growing problems. Nigeria and the DRC Congo - two of Europe’s main charcoal suppliers - are also affected. Every year, Europeans use approximately 800,000 tons of charcoal for barbecuing. Seventy percent of the charcoal comes from outside the EU, and the bags often contain remnants of tropical woods. Officially, tropical woods are subject to strict import conditions. But when it comes to wood charcoal, these do not apply. Worldwide, 2.7 billion people cook and heat with wood or charcoal. The related emission of greenhouse gases is enormous. 55 percent of global wood is used as fuel per year, and much of it is cut illegally in Africa’s bush and tropical forests. Nigeria produces most of its charcoal for export. Especially during dry periods, local Nigerian farmers use coal production as a lifeline to make money and feed their families. At the same time, charcoal mills travel the countryside in family groups, charring all the trees they can cut down. The consequences are hair-raising. Nigeria lost 36 percent of its forests between 1990 and 2005. At present, twelve percent of the country is still covered with forest - but charcoal production continues to rise, eating up 350,000 hectares of fertile land here every year. According to the UN, charcoal production is one of the main causes of deforestation in Africa, which in turn is closely linked to massive deterioration in soil quality and a growing risk of crop failure. But African legislation has been slow to respond to the problem. The coal business is highly lucrative business, and rakes in some 7.4 billion US Dollars a year. According to recent estimates, the current illegal trade in charcoal is worth almost three times as much as the trade in illegal drugs. -------------------------------------------------------------------- DW Documentary gives you knowledge beyond the headlines. Watch high-class documentaries from German broadcasters and international production companies. Meet intriguing people, travel to distant lands, get a look behind the complexities of daily life and build a deeper understanding of current affairs and global events. Subscribe and explore the world around you with DW Documentary. Subscribe to DW Documentary: https://www.youtube.com/channel/UCW39zufHfsuGgpLviKh297Q?sub_confirmation=1# Our other YouTube channels: DW Documental (in spanish): https://www.youtube.com/dwdocumental DW Documentary وثائقية دي دبليو: (in arabic): https://www.youtube.com/dwdocarabia For more documentaries visit also: http://www.dw.com/en/tv/docfilm/s-3610 Instagram https://www.instagram.com/dwdocumentary/ Facebook: https://www.facebook.com/dw.stories DW netiquette policy: https://p.dw.com/p/MF1G	Documentary,Documentaries,documentaries,DW documentary,DW documentary 2019,full documentary,documentary 2019,DW,beyond the news,climate change,rainforests,Nigeria,Congo,EU,deforestation,sustainability	27	Education	PT42M31S	2551	2d	hd	true	https://i.ytimg.com/vi/WDP-j5RdSUU/maxresdefault.jpg	1	651580	4090	238	0	757
